game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
DOFUS,es,Bicentemisionaria,bicentemisionaria,tb_only,tb_filtered_base,True,,,True,False,False,False,Bicentemisionaria,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bicentemisionario,bicentemisionario,tb_only,tb_filtered_base,True,,,True,False,False,False,Bicentemisionario,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bicentenaria,bicentenaria,tb_only,tb_filtered_base,True,,,True,False,False,False,Bicentenaria,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bichejo,bichejo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bichejo,S,,S,S,kept_neologism,,Bichejo:G:0/2 ; Bichejo:S:1/1,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,bichejos,bichejos,corpus_only,casing_inference | corpus_aff_form,True,,,True,True,False,True,Bichejo | Bichejos,,,,,kept_neologism,,Bichejo:G:0/2 ; Bichejo:S:1/1,Bichejo,DOFUS,1,1,corpus_only,kept_neologism,
DOFUS,es,Bichicoral,bichicoral,tb_only,tb_filtered_base,True,,,True,False,False,False,Bichicoral | bichicoral,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS,es,Bichicorita,bichicorita,tb_only,tb_filtered_base,True,,,True,False,False,False,Bichicorita,S,,S,S,kept_neologism,,Bichicorita:S:1/1,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,bichicoritas,bichicoritas,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bichicorita,,,,,,,Bichicorita:S:1/1,Bichicorita,DOFUS,1,1,corpus_only,,
DOFUS,es,Bicornio,bicornio,tb_only,tb_filtered_base,True,,,True,False,False,False,Bicornio | bicornio,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
RETRO,es,Bicuk,bicuk,tb_only,tb_filtered_base,True,,,True,False,False,False,Bicuk,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | WAKFU,es,bicéfala,bicéfala,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Bicéfalo | bicéfala | céfalo,,,,,kept_neologism,,Bicéfalo:G:1/2 ; Bicéfalo:S:0/1 ; céfalo:G:0/2 ; céfalo:S:0/1 ; Bicéfalo:S:1/1,Bicéfalo | céfalo,DOFUS | WAKFU,2,2,tb_and_corpus,kept_neologism,
DOFUS | WAKFU,es,Bicéfalo,bicéfalo,mixed,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Bicéfalo | céfalo,G | S,,G | S,G | S,kept_neologism,,Bicéfalo:G:1/2 ; Bicéfalo:S:0/1 ; céfalo:G:0/2 ; céfalo:S:0/1 ; Bicéfalo:S:1/1,céfalo,DOFUS | WAKFU,2,2,tb_and_corpus | tb_only,kept_neologism,
WAKFU,es,bicéfalos,bicéfalos,corpus_only,corpus_aff_form,False,,,False,True,False,False,Bicéfalo,,,,,,,Bicéfalo:G:1/2 ; Bicéfalo:S:1/1,Bicéfalo,WAKFU,1,1,corpus_only,,
DOFUS | RETRO,es,Bidyiz,bidyiz,tb_only,tb_filtered_base,True,,,True,False,False,False,Bidyiz,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
WAVEN,es,Bieeen,bieeen,tb_only,tb_filtered_base,True,,,True,False,False,False,Bieeen,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,es,Biel,biel,tb_only,tb_filtered_base,True,,,True,False,False,False,Biel,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Biene,biene,tb_only,tb_filtered_base,True,,,True,False,False,False,Biene,S,,S,S,kept_neologism,,Biene:G:0/2 ; Biene:S:1/1,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,bienes,bienes,corpus_only,corpus_aff_form,False,,,False,True,False,False,Biene,,,,,,,Biene:G:0/2 ; Biene:S:1/1,Biene,DOFUS,1,1,corpus_only,,
DOFUS,es,Bienet,bienet,tb_only,tb_filtered_base,True,,,True,False,False,False,Bienet,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,biento,biento,tb_only,tb_filtered_base,True,,,True,False,False,False,biento,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | WAKFU,es,Big,big,tb_only,tb_filtered_base,True,,,True,False,False,False,Big,,,,,kept_neologism,,,,DOFUS | WAKFU,2,2,tb_only,kept_neologism,
WAKFU,es,Big'Aro,big'aro,tb_only,tb_filtered_base,True,,,True,False,False,False,Big'Aro | big'aro,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,bigarrada,bigarrada,tb_only,tb_filtered_base,True,,,True,False,False,False,bigarrada,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Bigg,bigg,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigg,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Bigifaif,bigifaif,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigifaif,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Bigotalboroto,bigotalboroto,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigotalboroto,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bigotazo,bigotazo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigotazo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Bigotescualo,bigotescualo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigotescualo,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Bigotira,bigotira,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigotira,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bigotirón,bigotirón,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigotirón,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Bigper,bigper,tb_only,tb_filtered_base,True,,,True,False,False,False,Bigper,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Bii,bii,tb_only,tb_filtered_base,True,,,True,False,False,False,Bii,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Biiditchoun,biiditchoun,tb_only,tb_filtered_base,True,,,True,False,False,False,Biiditchoun,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Biist,biist,tb_only,tb_filtered_base,True,,,True,False,False,False,Biist,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bikuro,bikuro,tb_only,tb_filtered_base,True,,,True,False,False,False,Bikuro,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Bil,bil,tb_only,tb_filtered_base,True,,,True,False,False,False,Bil,,,,,kept_neologism,,Bil:G:0/2 ; Bil:S:0/1,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,es,Bilbieto,bilbieto,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbieto,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bilbifo,bilbifo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbifo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bilbini,bilbini,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbini,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bilbipo,bilbipo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbipo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Bilblioteca,bilblioteca,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilblioteca,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Bilburbuja,bilburbuja,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilburbuja,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Bilby,bilby,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilby | bilby,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU,3,5,tb_only,kept_neologism,
WAKFU,es,Bilby-platina,bilby-platina,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilby-platina | bilby-platina,S,,S,S,kept_neologism,,Bilby-platina:S:1/1 ; bilby-platina:S:1/1,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Bilbyalgas,bilbyalgas,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbyalgas,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Bilbyboy,bilbyboy,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbyboy | bilbyboy,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Bilbyboyz,bilbyboyz,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbyboyz,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Bilbycado,bilbycado,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbycado,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,bilbycenca,bilbycenca,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,bilbycenca | bilbycenco,S,,S,S,kept_neologism,,bilbycenca:S:1/1 ; bilbycenco:G:2/2 ; bilbycenco:S:1/1,bilbycenco,WAKFU,1,1,tb_and_corpus,kept_neologism,
WAKFU,es,bilbycenco,bilbycenco,tb_only,tb_filtered_base,True,,,True,False,False,False,bilbycenco,G | S,,G | S,G | S,kept_neologism,,bilbycenco:G:2/2 ; bilbycenco:S:1/1,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Bilbycha,bilbycha,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbycha | bilbycha,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Bilbygirl,bilbygirl,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbygirl | bilbygirl,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Bilbylmeja,bilbylmeja,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbylmeja | bilbylmeja,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
WAKFU,es,Bilbypipol,bilbypipol,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbypipol,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Bilbyplaya,bilbyplaya,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbyplaya,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Bilbyza,bilbyza,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilbyza,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,bilbyzarro,bilbyzarro,tb_only,tb_filtered_base,True,,,True,False,False,False,bilbyzarro,S,,S,S,kept_neologism,,bilbyzarro:G:0/2 ; bilbyzarro:S:1/1,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Bilenpur,bilenpur,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilenpur,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Bilidad,bilidad,mixed,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Bil | Bilidad | Lidad,,,,,kept_neologism,,Bil:G:0/2 ; Bil:S:0/1 ; Bilidad:G:0/2 ; Bilidad:S:0/1 ; Lidad:G:0/2 ; Lidad:S:0/1,Bil | Lidad,DOFUS | RETRO,2,2,tb_and_corpus | tb_only,kept_neologism,
WAKFU,es,Bilidosa,bilidosa,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilidosa,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU | WAVEN,es,Bill,bill,tb_only,tb_filtered_base,True,,,True,False,False,False,Bill,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU | WAVEN,4,4,tb_only,kept_neologism,
DOFUS,es,Billfer,billfer,tb_only,tb_filtered_base,True,,,True,False,False,False,Billfer,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,es,Billie,billie,tb_only,tb_filtered_base,True,,,True,False,False,False,Billie,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS | RETRO | WAVEN,es,Billreola,billreola,tb_only,tb_filtered_base,True,,,True,False,False,False,Billreola | billreola,,,,,kept_neologism,,,,DOFUS | RETRO | WAVEN,3,4,tb_only,kept_neologism,
DOFUS | WAKFU | WAVEN,es,Billy,billy,tb_only,tb_filtered_base,True,,,True,False,False,False,Billy,,,,,kept_neologism,,,,DOFUS | WAKFU | WAVEN,3,3,tb_only,kept_neologism,
DOFUS | RETRO,es,Billú,billú,tb_only,tb_filtered_base,True,,,True,False,False,False,Billú,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
RETRO,es,Bilosudr,bilosudr,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilosudr,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Bilute,bilute,tb_only,tb_filtered_base,True,,,True,False,False,False,Bilute,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bim,bim,tb_only,tb_filtered_base,True,,,True,False,False,False,Bim,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Bimapa,bimapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Bimapa,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Bimd'Ulo,bimd'ulo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bimd'Ulo,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
RETRO,es,Bimigufe,bimigufe,tb_only,tb_filtered_base,True,,,True,False,False,False,Bimigufe,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Binador,binador,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Binador | Nador | binador,,,,,kept_neologism,,Nador:G:1/2 ; Nador:S:0/1,Nador,DOFUS,1,2,tb_and_corpus,kept_neologism,
RETRO,es,Binah,binah,tb_only,tb_filtered_base,True,,,True,False,False,False,Binah,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Bindong,bindong,tb_only,tb_filtered_base,True,,,True,False,False,False,Bindong,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,binomio,binomio,corpus_only,corpus_aff_form,False,,,False,True,False,False,Nomio,,,,,,,Nomio:G:0/2 ; Nomio:S:0/1,Nomio,DOFUS,1,1,corpus_only,,
DOFUS,es,Binosse,binosse,tb_only,tb_filtered_base,True,,,True,False,False,False,Binosse,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Binson,binson,tb_only,corpus_ghost_form | tb_filtered_base,True,,,True,False,True,False,Binson | Binsón,,,,,kept_neologism,,Binsón:G:0/2 ; Binsón:S:0/1,Binsón,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,es,Binsón,binsón,tb_only,tb_filtered_base,True,,,True,False,False,False,Binsón,,,,,kept_neologism,,Binsón:G:0/2 ; Binsón:S:0/1,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Binzawa,binzawa,tb_only,tb_filtered_base,True,,,True,False,False,False,Binzawa,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,es,Binzu,binzu,tb_only,tb_filtered_base,True,,,True,False,False,False,Binzu | binzu,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS,es,Binóculo,binóculo,tb_only,tb_filtered_base,True,,,True,False,False,False,Binóculo | binóculo,S,,S,S,kept_neologism,,binóculo:G:0/2 ; binóculo:S:1/1 ; Binóculo:G:0/2 ; Binóculo:S:1/1,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Bio,bio,tb_only,tb_filtered_base,True,,,True,False,False,False,Bio | bio,G,,G,G,kept_neologism,,bio:G:1/2 ; bio:S:0/1 ; Bio:G:1/2 ; Bio:S:0/1,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
DOFUS,es,Biochieur,biochieur,tb_only,tb_filtered_base,True,,,True,False,False,False,Biochieur,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Biocida,biocida,tb_only,tb_filtered_base,True,,,True,False,False,False,Biocida,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Biofante,biofante,tb_only,tb_filtered_base,True,,,True,False,False,False,Biofante,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,BioFrigo,biofrigo,tb_only,tb_filtered_base,True,,,True,False,False,False,BioFrigo,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Biomecanismo,biomecanismo,tb_only,tb_filtered_base,True,,,True,False,False,False,Biomecanismo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Biosa,biosa,tb_only,tb_filtered_base,True,,,True,False,False,False,Biosa,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Bip,bip,tb_only,tb_filtered_base,True,,,True,False,False,False,Bip,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,BipBop,bipbop,tb_only,tb_filtered_base,True,,,True,False,False,False,BipBop,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Biporac,biporac,tb_only,tb_filtered_base,True,,,True,False,False,False,Biporac,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Bipup,bipup,tb_only,tb_filtered_base,True,,,True,False,False,False,Bipup,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,Bir,bir,tb_only,tb_filtered_base,True,,,True,False,False,False,Bir,,,,,kept_neologism,,Bir:G:0/2 ; Bir:S:0/1,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,es,Birel,birel,tb_only,tb_filtered_base,True,,,True,False,False,False,Birel,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,es,Birelil,birelil,tb_only,tb_filtered_base,True,,,True,False,False,False,Birelil,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAVEN,es,Birgit,birgit,tb_only,tb_filtered_base,True,,,True,False,False,False,Birgit,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,es,Birk,birk,tb_only,tb_filtered_base,True,,,True,False,False,False,Birk,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Birloteo,birloteo,tb_only,tb_filtered_base,True,,,True,False,False,False,Birloteo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Birrabambú,birrabambú,tb_only,tb_filtered_base,True,,,True,False,False,False,Birrabambú | birrabambú,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
WAKFU,es,bisable,bisable,tb_only,tb_filtered_base,True,,,True,False,False,False,bisable,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Bisale,bisale,tb_only,tb_filtered_base,True,,,True,False,False,False,Bisale,,,,,kept_neologism,,Bisale:G:0/2 ; Bisale:S:0/1,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bisarma,bisarma,tb_only,tb_filtered_base,True,,,True,False,False,False,Bisarma,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Biscote,biscote,tb_only,tb_filtered_base,True,,,True,False,False,False,Biscote | biscote,S,,S,S,kept_neologism,,biscote:G:0/2 ; biscote:S:1/1 ; Biscote:G:0/2 ; Biscote:S:1/1,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Bish,bish,tb_only,tb_filtered_base,True,,,True,False,False,False,Bish,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS | RETRO,es,Bishom,bishom,tb_only,tb_filtered_base,True,,,True,False,False,False,Bishom,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
WAKFU,es,Biskokote,biskokote,tb_only,tb_filtered_base,True,,,True,False,False,False,Biskokote,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Bismal,bismal,tb_only,tb_filtered_base,True,,,True,False,False,False,Bismal,,,,,kept_neologism,,Bismal:G:0/2 ; Bismal:S:0/1,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,es,Bist,bist,tb_only,tb_filtered_base,True,,,True,False,False,False,Bist,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
RETRO,es,Bistés,bistés,tb_only,tb_filtered_base,True,,,True,False,False,False,Bistés,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,bisutería,bisutería,corpus_only,corpus_aff_form,False,,,False,True,False,False,Suta,,,,,,,Suta:S:0/1,Suta,DOFUS,1,1,corpus_only,,
RETRO,es,Bitabapa,bitabapa,tb_only,tb_filtered_base,True,,,True,False,False,False,Bitabapa,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Bitkyo,bitkyo,tb_only,tb_filtered_base,True,,,True,False,False,False,Bitkyo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Bitolder,bitolder,tb_only,tb_filtered_base,True,,,True,False,False,False,Bitolder,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Bitya,bitya,tb_only,tb_filtered_base,True,,,True,False,False,False,Bitya,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,es,Biwahn,biwahn,tb_only,tb_filtered_base,True,,,True,False,False,False,Biwahn,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Biwilague,biwilague,tb_only,tb_filtered_base,True,,,True,False,False,False,Biwilague,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,es,Biya,biya,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,,,True,True,False,False,Biya | Yer,,,,,kept_neologism,,Yer:G:0/2 ; Yer:S:0/1,Yer,WAKFU,1,1,tb_and_corpus,kept_neologism,
DOFUS,es,Biz,biz,tb_only,tb_filtered_base,True,,,True,False,False,False,Biz,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Bizcana,bizcana,tb_only,tb_filtered_base,True,,,True,False,False,False,Bizcana,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,Bizcochito,bizcochito,tb_only,tb_filtered_base,True,,,True,False,False,False,Bizcochito | bizcochito,,,,,kept_neologism,,,,DOFUS | RETRO,2,3,tb_only,kept_neologism,
DOFUS,es,Bizcochosabana,bizcochosabana,tb_only,tb_filtered_base,True,,,True,False,False,False,Bizcochosabana,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO,es,biónico,biónico,tb_only,tb_filtered_base,True,,,True,False,False,False,biónico,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
WAKFU,es,bjetivo,bjetivo,tb_only,tb_filtered_base,True,,,True,False,False,False,bjetivo,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,es,Blabaul,blabaul,tb_only,tb_filtered_base,True,,,True,False,False,False,Blabaul,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Black,black,tb_only,tb_filtered_base,True,,,True,False,False,False,Black | black,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU,3,5,tb_only,kept_neologism,
DOFUS,es,Blackarotz,blackarotz,tb_only,tb_filtered_base,True,,,True,False,False,False,Blackarotz,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,blackenewgética,blackenewgética,tb_only,tb_filtered_base,True,,,True,False,False,False,blackenewgética,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Blacklilipute,blacklilipute,tb_only,tb_filtered_base,True,,,True,False,False,False,Blacklilipute,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Blackowibbit,blackowibbit,tb_only,tb_filtered_base,True,,,True,False,False,False,Blackowibbit,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Blackowwibbit,blackowwibbit,tb_only,tb_filtered_base,True,,,True,False,False,False,Blackowwibbit,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO | WAKFU,es,Blada,blada,tb_only,tb_filtered_base,True,,,True,False,False,False,Blada,,,,,kept_neologism,,,,DOFUS | RETRO | WAKFU,3,3,tb_only,kept_neologism,
DOFUS,es,Blah,blah,tb_only,tb_filtered_base,True,,,True,False,False,False,Blah,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Blair,blair,tb_only,tb_filtered_base,True,,,True,False,False,False,Blair,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Blak,blak,tb_only,tb_filtered_base,True,,,True,False,False,False,Blak,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,es,Blakjak,blakjak,tb_only,tb_filtered_base,True,,,True,False,False,False,Blakjak,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,es,BLAM,blam,tb_only,tb_filtered_base,True,,,True,False,False,False,BLAM,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,es,Blancabirra,blancabirra,tb_only,tb_filtered_base,True,,,True,False,False,False,Blancabirra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,es,Blanche,blanche,tb_only,tb_filtered_base,True,,,True,False,False,False,Blanche,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,es,Blancoscudo,blancoscudo,tb_only,tb_filtered_base,True,,,True,False,False,False,Blancoscudo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
