game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
DOFUS | WAKFU,fr,Cacterres,cacterres,tb_only,tb_filtered_base,True,,,True,False,False,False,Cacterres,,,,,kept_neologism,,,,DOFUS | WAKFU,2,2,tb_only,kept_neologism,
DOFUS,fr,Cacterreur,cacterreur,tb_only,tb_filtered_base,True,,,True,False,False,False,Cacterreur,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Cacterrobottes,cacterrobottes,tb_only,tb_filtered_base,True,,,True,False,False,False,Cacterrobottes,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cacterrorisé,cacterrorisé,tb_only,tb_filtered_base,True,,,True,False,False,False,Cacterrorisé,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Cactible,cactible,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactible,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cactification,cactification,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactification,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | WAKFU,fr,Cactiflore,cactiflore,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactiflore,,,,,kept_neologism,,,,DOFUS | WAKFU,2,2,tb_only,kept_neologism,
WAKFU,fr,Cactitue,cactitue,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactitue,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cactoblong,cactoblong,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactoblong,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cactoblongo,cactoblongo,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactoblongo | cactoblongo,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS,fr,Cactouille,cactouille,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactouille,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cactoule,cactoule,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactoule,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Cactousse,cactousse,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactousse,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cactron,cactron,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactron,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cactruc,cactruc,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactruc,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cactueur,cactueur,tb_only,tb_filtered_base,True,,,True,False,False,False,Cactueur,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cacturbin,cacturbin,tb_only,tb_filtered_base,True,,,True,False,False,False,Cacturbin,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cacture,cacture,tb_only,tb_filtered_base,True,,,True,False,False,False,Cacture,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Cadavra,cadavra,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadavra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cadiss,cadiss,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadiss,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cado,cado,tb_only,tb_filtered_base,True,,,True,False,False,False,Cado,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Cadob,cadob,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadob'Hermann,cadob'hermann,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Hermann,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadob'I,cadob'i,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'I,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Cadob'Imbo,cadob'imbo,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Imbo,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Cadob'Ivalen,cadob'ivalen,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Ivalen,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadob'Lik,cadob'lik,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Lik,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Cadob'Omb,cadob'omb,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Omb,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Cadob'Onux,cadob'onux,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Onux,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadob'Oum,cadob'oum,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Oum,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadob'Stacle,cadob'stacle,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Stacle,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadob'Struktion,cadob'struktion,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadob'Struktion,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cadoplon,cadoplon,tb_only,tb_filtered_base,True,,,True,False,False,False,Cadoplon,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Caduk,caduk,tb_only,tb_filtered_base,True,,,True,False,False,False,Caduk,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Caesal,caesal,tb_only,tb_filtered_base,True,,,True,False,False,False,Caesal,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Cafarcher,cafarcher,tb_only,tb_filtered_base,True,,,True,False,False,False,Cafarcher,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cafarnaüm,cafarnaüm,tb_only,tb_filtered_base,True,,,True,False,False,False,Cafarnaüm,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
ONE_MORE_GATE,fr,Cafeine,cafeine,tb_only,tb_filtered_base,True,,,True,False,False,False,Cafeine,,,,,kept_neologism,,,,ONE_MORE_GATE,1,1,tb_only,kept_neologism,
TOUCH,fr,Caflip,caflip,tb_only,tb_filtered_base,True,,,True,False,False,False,Caflip,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,fr,Cafra,cafra,tb_only,tb_filtered_base,True,,,True,False,False,False,Cafra,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Cagnardeur,cagnardeur,tb_only,tb_filtered_base,True,,,True,False,False,False,Cagnardeur,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cagnardeurs,cagnardeurs,tb_only,tb_filtered_base,True,,,True,False,False,False,Cagnardeurs,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cagouldogue,cagouldogue,tb_only,tb_filtered_base,True,,,True,False,False,False,Cagouldogue,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cah,cah,tb_only,tb_filtered_base,True,,,True,False,False,False,Cah,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Caillasnikof,caillasnikof,tb_only,tb_filtered_base,True,,,True,False,False,False,Caillasnikof,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
TOUCH,fr,Caillatak,caillatak,tb_only,tb_filtered_base,True,,,True,False,False,False,Caillatak,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
WAKFU,fr,caillerie,caillerie,tb_only,tb_filtered_base,True,,,True,False,False,False,caillerie,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Caillus,caillus,tb_only,tb_filtered_base,True,,,True,False,False,False,Caillus,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Cajob,cajob,tb_only,tb_filtered_base,True,,,True,False,False,False,Cajob,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Cakutert,cakutert,tb_only,tb_filtered_base,True,,,True,False,False,False,Cakutert,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Calamange,calamange,tb_only,tb_filtered_base,True,,,True,False,False,False,Calamange,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Calamarcus,calamarcus,tb_only,tb_filtered_base,True,,,True,False,False,False,Calamarcus,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,calamidad,calamidad,tb_only,tb_filtered_base,True,,,True,False,False,False,calamidad,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Calcaneus,calcaneus,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcaneus,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Calcanéus,calcanéus,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcanéus,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Calcifiante,calcifiante,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcifiante,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAVEN,fr,Calcinataure,calcinataure,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcinataure,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,fr,Calcinataures,calcinataures,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcinataures,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,fr,Calcinéné,calcinéné,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcinéné,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Calcipaume,calcipaume,tb_only,tb_filtered_base,True,,,True,False,False,False,Calcipaume,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Caleole,caleole,tb_only,tb_filtered_base,True,,,True,False,False,False,Caleole,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Calimérœuf,calimérœuf,tb_only,tb_filtered_base,True,,,True,False,False,False,Calimérœuf,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Calin,calin,tb_only,tb_filtered_base,True,,,True,False,False,False,Calin,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
RETRO | TOUCH,fr,Calinounours,calinounours,tb_only,tb_filtered_base,True,,,True,False,False,False,Calinounours,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Calliglyphes,calliglyphes,tb_only,tb_filtered_base,True,,,True,False,False,False,Calliglyphes | calliglyphes,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS,fr,Calligriffe,calligriffe,tb_only,tb_filtered_base,True,,,True,False,False,False,Calligriffe,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Calouk,calouk,tb_only,tb_filtered_base,True,,,True,False,False,False,Calouk,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Calvizir,calvizir,tb_only,tb_filtered_base,True,,,True,False,False,False,Calvizir,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Calvo,calvo,tb_only,tb_filtered_base,True,,,True,False,False,False,Calvo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Camaïneux,camaïneux,tb_only,tb_filtered_base,True,,,True,False,False,False,Camaïneux,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Camblan,camblan,tb_only,tb_filtered_base,True,,,True,False,False,False,Camblan,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,fr,Cambriolave,cambriolave,tb_only,tb_filtered_base,True,,,True,False,False,False,Cambriolave,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAKFU,fr,camelia,camelia,tb_only,tb_filtered_base,True,,,True,False,False,False,camelia,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO,fr,Camelotawa,camelotawa,tb_only,tb_filtered_base,True,,,True,False,False,False,Camelotawa,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS,fr,Camier,camier,tb_only,tb_filtered_base,True,,,True,False,False,False,Camier,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Camocacterre,camocacterre,tb_only,tb_filtered_base,True,,,True,False,False,False,Camocacterre,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Camole,camole,tb_only,tb_filtered_base,True,,,True,False,False,False,Camole,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Campagnoll,campagnoll,tb_only,tb_filtered_base,True,,,True,False,False,False,Campagnoll,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,fr,Campington,campington,tb_only,tb_filtered_base,True,,,True,False,False,False,Campington,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS,fr,Caméliache,caméliache,tb_only,tb_filtered_base,True,,,True,False,False,False,Caméliache,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Caméléhombre,caméléhombre,tb_only,tb_filtered_base,True,,,True,False,False,False,Caméléhombre,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Caméléomanie,caméléomanie,tb_only,tb_filtered_base,True,,,True,False,False,False,Caméléomanie,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Caméléone,caméléone,tb_only,tb_filtered_base,True,,,True,False,False,False,Caméléone,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Caméléorne,caméléorne,tb_only,tb_filtered_base,True,,,True,False,False,False,Caméléorne,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Canalizador,canalizador,tb_only,tb_filtered_base,True,,,True,False,False,False,Canalizador,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU | WAVEN,fr,Canar,canar,tb_only,tb_filtered_base,True,,,True,False,False,False,Canar,,,,,kept_neologism,,,,WAKFU | WAVEN,2,2,tb_only,kept_neologism,
WAKFU,fr,Canaverale,canaverale,tb_only,tb_filtered_base,True,,,True,False,False,False,Canaverale,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cancrayon,cancrayon,tb_only,tb_filtered_base,True,,,True,False,False,False,Cancrayon,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cancrevette,cancrevette,tb_only,tb_filtered_base,True,,,True,False,False,False,Cancrevette,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,cancéwigène,cancéwigène,tb_only,tb_filtered_base,True,,,True,False,False,False,cancéwigène,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Canelle,canelle,tb_only,tb_filtered_base,True,,,True,False,False,False,Canelle,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH | WAKFU,fr,Cania,cania,tb_only,tb_filtered_base,True,,,True,False,False,False,Cania,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH | WAKFU,4,4,tb_only,kept_neologism,
DOFUS,fr,Caniablanca,caniablanca,tb_only,tb_filtered_base,True,,,True,False,False,False,Caniablanca,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Caniaillou,caniaillou,tb_only,tb_filtered_base,True,,,True,False,False,False,Caniaillou,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,fr,Caniards,caniards,tb_only,tb_filtered_base,True,,,True,False,False,False,Caniards,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,fr,Canidèche,canidèche,tb_only,tb_filtered_base,True,,,True,False,False,False,Canidèche,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,fr,Canier,canier,tb_only,tb_filtered_base,True,,,True,False,False,False,Canier,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
WAKFU,fr,Canin'Os,canin'os,tb_only,tb_filtered_base,True,,,True,False,False,False,Canin'Os,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Caninos,caninos,tb_only,tb_filtered_base,True,,,True,False,False,False,Caninos,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Cannibaffe,cannibaffe,tb_only,tb_filtered_base,True,,,True,False,False,False,Cannibaffe,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Cannibal,cannibal,tb_only,tb_filtered_base,True,,,True,False,False,False,Cannibal,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cannibave,cannibave,tb_only,tb_filtered_base,True,,,True,False,False,False,Cannibave,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Canondorf,canondorf,tb_only,tb_filtered_base,True,,,True,False,False,False,Canondorf,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Canoon,canoon,tb_only,tb_filtered_base,True,,,True,False,False,False,Canoon | canoon,,,,,kept_neologism,,,,WAKFU,1,2,tb_only,kept_neologism,
DOFUS | TOUCH | WAKFU,fr,Cantile,cantile,tb_only,tb_filtered_base,True,,,True,False,False,False,Cantile,,,,,kept_neologism,,,,DOFUS | TOUCH | WAKFU,3,3,tb_only,kept_neologism,
WAKFU,fr,caos,caos,tb_only,tb_filtered_base,True,,,True,False,False,False,caos,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cap'Auneth,cap'auneth,tb_only,tb_filtered_base,True,,,True,False,False,False,Cap'Auneth,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cap'Oulox,cap'oulox,tb_only,tb_filtered_base,True,,,True,False,False,False,Cap'Oulox,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Cap'tain,cap'tain,tb_only,tb_filtered_base,True,,,True,False,False,False,Cap'tain,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,fr,Capabrial,capabrial,tb_only,tb_filtered_base,True,,,True,False,False,False,Capabrial,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capacrascar,capacrascar,tb_only,tb_filtered_base,True,,,True,False,False,False,Capacrascar,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Capafrite,capafrite,tb_only,tb_filtered_base,True,,,True,False,False,False,Capafrite,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | WAKFU,fr,Capaille,capaille,tb_only,tb_filtered_base,True,,,True,False,False,False,Capaille,,,,,kept_neologism,,,,RETRO | WAKFU,2,2,tb_only,kept_neologism,
RETRO,fr,Capakourial,capakourial,tb_only,tb_filtered_base,True,,,True,False,False,False,Capakourial,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,fr,Capallanster,capallanster,tb_only,tb_filtered_base,True,,,True,False,False,False,Capallanster,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
TOUCH,fr,Capamiral,capamiral,tb_only,tb_filtered_base,True,,,True,False,False,False,Capamiral,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Capananas,capananas,tb_only,tb_filtered_base,True,,,True,False,False,False,Capananas,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
RETRO,fr,Capandor,capandor,tb_only,tb_filtered_base,True,,,True,False,False,False,Capandor,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,fr,Capankama,capankama,tb_only,tb_filtered_base,True,,,True,False,False,False,Capankama,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capapier,capapier,tb_only,tb_filtered_base,True,,,True,False,False,False,Capapier,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Capapoutre,capapoutre,tb_only,tb_filtered_base,True,,,True,False,False,False,Capapoutre,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Caparak,caparak,tb_only,tb_filtered_base,True,,,True,False,False,False,Caparak,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Caparavent,caparavent,tb_only,tb_filtered_base,True,,,True,False,False,False,Caparavent,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Caparaçonnage,caparaçonnage,tb_only,tb_filtered_base,True,,,True,False,False,False,Caparaçonnage,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,fr,Caparnam,caparnam,tb_only,tb_filtered_base,True,,,True,False,False,False,Caparnam,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO,fr,Capasalar,capasalar,tb_only,tb_filtered_base,True,,,True,False,False,False,Capasalar,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,fr,Capassée,capassée,tb_only,tb_filtered_base,True,,,True,False,False,False,Capassée,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Capatartiner,capatartiner,tb_only,tb_filtered_base,True,,,True,False,False,False,Capatartiner,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Capatroce,capatroce,tb_only,tb_filtered_base,True,,,True,False,False,False,Capatroce,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Capatruche,capatruche,tb_only,tb_filtered_base,True,,,True,False,False,False,Capatruche,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capatte,capatte,tb_only,tb_filtered_base,True,,,True,False,False,False,Capatte,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capauffe-souris,capauffe-souris,tb_only,tb_filtered_base,True,,,True,False,False,False,Capauffe-souris,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Capawotte,capawotte,tb_only,tb_filtered_base,True,,,True,False,False,False,Capawotte,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capchalot,capchalot,tb_only,tb_filtered_base,True,,,True,False,False,False,Capchalot,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Capdmirable,capdmirable,tb_only,tb_filtered_base,True,,,True,False,False,False,Capdmirable,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Cape-plumes,cape-plumes,tb_only,tb_filtered_base,True,,,True,False,False,False,Cape-plumes,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Cape-queue,cape-queue,tb_only,tb_filtered_base,True,,,True,False,False,False,Cape-queue,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capel,capel,tb_only,tb_filtered_base,True,,,True,False,False,False,Capel,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capelaine,capelaine,tb_only,tb_filtered_base,True,,,True,False,False,False,Capelaine,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Capemballage,capemballage,tb_only,tb_filtered_base,True,,,True,False,False,False,Capemballage,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO,fr,Capemikhal,capemikhal,tb_only,tb_filtered_base,True,,,True,False,False,False,Capemikhal,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Capengrenage,capengrenage,tb_only,tb_filtered_base,True,,,True,False,False,False,Capengrenage,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Caper,caper,tb_only,tb_filtered_base,True,,,True,False,False,False,Caper,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
RETRO,fr,Caperafal,caperafal,tb_only,tb_filtered_base,True,,,True,False,False,False,Caperafal,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,fr,Caperlouze,caperlouze,tb_only,tb_filtered_base,True,,,True,False,False,False,Caperlouze,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Caperpétuelle,caperpétuelle,tb_only,tb_filtered_base,True,,,True,False,False,False,Caperpétuelle,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
